#/gcsv export of scid.eco
ECO,Opening,Moves
E62s,"King's/gIndian: Fianchetto, Simagin, 8.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bg4 8.d5 *
E62t,"King's/gIndian: Fianchetto, Uhlmann/Szabo Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O e5 *
E62u,"King's/gIndian: Fianchetto, Uhlmann/Szabo Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O e5 8.d5 Ne7 *
E62v,"King's/gIndian: Fianchetto, Uhlmann/Szabo, 9.e4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O e5 8.d5 Ne7 9.e4 *
E63a,"King's/gIndian: Fianchetto, Panno Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 *
E63b,"King's/gIndian: Fianchetto, Panno, 8.Re1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.Re1 *
E63c,"King's/gIndian: Fianchetto, Panno, 8.e4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.e4 *
E63d,"King's/gIndian: Fianchetto, Panno, 8.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.b3 *
E63e,"King's/gIndian: Fianchetto, Panno, 8.b3 Rb8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.b3 Rb8 *
E63f,"King's/gIndian: Fianchetto, Panno, 8.b3 Rb8 9.Bb2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.b3 Rb8 9.Bb2 *
E63g,"King's/gIndian: Fianchetto, Panno, 8.b3 Rb8 9.Nd5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.b3 Rb8 9.Nd5 *
E63h,"King's/gIndian: Fianchetto, Panno, 8.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.h3 *
E63i,"King's/gIndian: Fianchetto, Panno, 8.h3 Rb8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.h3 Rb8 *
E63j,"King's/gIndian: Fianchetto, Panno, 8.h3 Rb8 9.Be3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.h3 Rb8 9.Be3 *
E63k,"King's/gIndian: Fianchetto, Panno, 8.h3 Rb8 9.e4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.h3 Rb8 9.e4 *
E63l,"King's/gIndian: Fianchetto, Panno, 8.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.d5 *
E63m,"King's/gIndian: Fianchetto, Panno, 8.d5 Na5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.d5 Na5 *
E64a,"King's/gIndian: Fianchetto, Yugoslav System",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 *
E64b,"King's/gIndian: Fianchetto, Yugoslav, Early Exchange",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.dxc5 *
E64c,"King's/gIndian: Fianchetto, Yugoslav, 7.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.d5 *
E64d,"King's/gIndian: Fianchetto, Yugoslav, 7.d5 e6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.d5 e6 *
E64e,"King's/gIndian: Fianchetto, Yugoslav, 7.d5 Na6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.d5 Na6 *
E65a,"King's/gIndian: Fianchetto, Yugoslav, 7.O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O *
E65b,"King's/gIndian: Fianchetto, Yugoslav, 7.O-O cxd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O cxd4 *
E65c,"King's/gIndian: Fianchetto, Yugoslav, 7.O-O Nbd7",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nbd7 *
E65d,"King's/gIndian: Fianchetto, Yugoslav, 7.O-O Nc6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 *
E65e,"King's/gIndian: Fianchetto, Yugoslav, 7.O-O Nc6 8.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.h3 *
E65f,"King's/gIndian: Fianchetto, Yugoslav, Exchange",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.dxc5 *
E65g,"King's/gIndian: Fianchetto, Yugoslav, Exchange, 9.Be3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.dxc5 dxc5 9.Be3 *
E65h,"King's/gIndian: Fianchetto, Yugoslav, Exchange, 9.Bf4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.dxc5 dxc5 9.Bf4 *
E66a,"King's/gIndian: Fianchetto, Yugoslav Panno",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 *
E66b,"King's/gIndian: Fianchetto, Yugoslav Panno",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 *
E66c,"King's/gIndian: Fianchetto, Yugoslav Panno",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 *
E66d,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...e5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 e5 *
E66e,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...a6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 *
E66f,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...a6 10.Rb1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Rb1 *
E66g,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...a6 10.Rb1 Rb8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Rb1 Rb8 *
E66h,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...a6 10.Qc2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 *
E66i,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...a6 10.Qc2 Rb8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 Rb8 *
E66j,"King's/gIndian: Fianchetto, Yugoslav Panno, 9...a6 10.Qc2 Rb8 11.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 Rb8 11.b3 *
E66k,"King's/gIndian: Fianchetto, Yugoslav Panno, Main Line",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 Rb8 11.b3 b5 *
E66l,"King's/gIndian: Fianchetto, Yugoslav Panno, Main Line, 12.Bb2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 Rb8 11.b3 b5 12.Bb2 *
E66m,"King's/gIndian: Fianchetto, Yugoslav Panno, Main Line, 12.Bb2 e5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 Rb8 11.b3 b5 12.Bb2 e5 *
E66n,"King's/gIndian: Fianchetto, Yugoslav Panno, Main Line, 12.Bb2 bxc4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5 Na5 9.Nd2 a6 10.Qc2 Rb8 11.b3 b5 12.Bb2 bxc4 *
E67a,"King's/gIndian: Fianchetto with 6...Nd7",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 *
E67b,"King's/gIndian: Fianchetto with 6...Nd7 7.O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O *
E67c,"King's/gIndian: Fianchetto with 6...Nd7 7.O-O c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O c6 *
E67d,"King's/gIndian: Fianchetto, Classical Variation",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 *
E67e,"King's/gIndian: Fianchetto, Classical, 8.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.d5 *
E67f,"King's/gIndian: Fianchetto, Classical, 8.dxe5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.dxe5 *
E67g,"King's/gIndian: Fianchetto, Classical, 8.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.b3 *
E67h,"King's/gIndian: Fianchetto, Classical, 8.Qc2",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.Qc2 *
E67i,"King's/gIndian: Fianchetto, Classical, 8.Qc2 c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.Qc2 c6 *
E67j,"King's/gIndian: Fianchetto, Classical, 8.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.h3 *
E67k,"King's/gIndian: Fianchetto, Classical, 8.h3 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.h3 Re8 *
E67l,"King's/gIndian: Fianchetto, Classical, 8.h3 c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.h3 c6 *
E68a,"King's/gIndian: Fianchetto, Classical, 8.e4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 *
E68b,"King's/gIndian: Fianchetto, Classical, 8.e4 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 Re8 *
E68c,"King's/gIndian: Fianchetto, Classical, 8.e4 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 exd4 *
E68d,"King's/gIndian: Fianchetto, Classical, 8.e4 exd4 9.Nxd4 Nc5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 exd4 9.Nxd4 Nc5 *
E68e,"King's/gIndian: Fianchetto, Classical, 8.e4 exd4 9.Nxd4 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 exd4 9.Nxd4 Re8 *
E68f,"King's/gIndian: Fianchetto, Classical, 8.e4 exd4 9.Nxd4 Re8 10.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 exd4 9.Nxd4 Re8 10.h3 *
E68g,"King's/gIndian: Fianchetto, Classical, 8.e4 exd4 9.Nxd4 Re8 10.h3 Nc5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 exd4 9.Nxd4 Re8 10.h3 Nc5 *
E68h,"King's/gIndian: Fianchetto, Classical, 8.e4 exd4 9.Nxd4 Re8 10.h3 Nc5 11.Re1 a5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 exd4 9.Nxd4 Re8 10.h3 Nc5 11.Re1 a5 *
E68i,"King's/gIndian: Fianchetto, Classical, 8.e4 a6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 a6 *
E68j,"King's/gIndian: Fianchetto, Classical, 8.e4 c6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 *
E68k,"King's/gIndian: Fianchetto, Classical, 8.e4 c6 9.Rb1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.Rb1 *
E68l,"King's/gIndian: Fianchetto, Classical, 8.e4 c6 9.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.b3 *
E69a,"King's/gIndian: Fianchetto, Classical, 9.h3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 *
E69b,"King's/gIndian: Fianchetto, Classical, 9.h3 Qe7",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qe7 *
E69c,"King's/gIndian: Fianchetto, Classical, 9.h3 a6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 a6 *
E69d,"King's/gIndian: Fianchetto, Classical, 9.h3 a5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 a5 *
E69e,"King's/gIndian: Fianchetto, Classical, 9.h3 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 exd4 *
E69f,"King's/gIndian: Fianchetto, Classical, 9.h3 exd4 10.Nxd4 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 exd4 10.Nxd4 Re8 *
E69g,"King's/gIndian: Fianchetto, Classical, 9.h3 Qa5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qa5 *
E69h,"King's/gIndian: Fianchetto, Classical, 9.h3 Qa5 10.Re1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qa5 10.Re1 *
E69h,"King's/gIndian: Fianchetto, Classical, 9.h3 Qa5 10.Re1 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qa5 10.Re1 exd4 *
E69h,"King's/gIndian: Fianchetto, Classical, 9.h3 Qa5 10.Re1 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qa5 10.Re1 exd4 11.Nxd4 *
E69i,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 *
E69i,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.d5 *
E69j,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.c5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.c5 *
E69k,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.Re1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.Re1 *
E69l,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.Re1 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.Re1 Re8 *
E69m,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.Re1 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.Re1 exd4 *
E69m,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.Re1 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.Re1 exd4 11.Nxd4 *
E69n,"King's/gIndian: Fianchetto, Classical, 9.h3 Qb6 10.Re1 exd4 11.Nxd4 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Qb6 10.Re1 exd4 11.Nxd4 Re8 *
E69o,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 *
E69p,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.b3 *
E69q,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Be3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Be3 *
E69r,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Be3 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Be3 exd4 *
E69r,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Be3 exd4 11.Nxd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Be3 exd4 11.Nxd4 *
E69s,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 *
E69t,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 Qc7",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 Qc7 *
E69u,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 a5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 a5 *
E69u,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 a5 11.Be3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 a5 11.Be3 *
E69v,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 exd4 *
E69v,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 exd4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 exd4 11.Nxd4 *
E69w,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 exd4, 11...a5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 exd4 11.Nxd4 a5 *
E69x,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 exd4, 11...Nc5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 exd4 11.Nxd4 Nc5 *
E69y,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 exd4, 11...Nc5 12.Rb1",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 exd4 11.Nxd4 Nc5 12.Rb1 *
E69z,"King's/gIndian: Fianchetto, Classical, 9.h3 Re8 10.Re1 exd4, 11...Nc5 12.b3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3 Re8 10.Re1 exd4 11.Nxd4 Nc5 12.b3 *
E70a,"King's/gIndian: 4.e4",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 *
E70b,"King's/gIndian: 4.e4 O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 O-O *
E70c,"King's/gIndian: 4.e4 O-O 5.e5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 O-O 5.e5 *
E70d,"King's/gIndian: 4.e4 O-O 5.Nf3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 O-O 5.Nf3 *
E70e,"King's/gIndian: 4.e4 d6",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 *
E70f,"King's/gIndian: Kramer",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 *
E70g,"King's/gIndian: Kramer, 5...O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 O-O *
E70h,"King's/gIndian: Kramer, 5...O-O 6.Ng3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 O-O 6.Ng3 *
E70i,"King's/gIndian: Kramer, 5...O-O 6.Ng3 e5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 O-O 6.Ng3 e5 *
E70i,"King's/gIndian: Kramer, 5...O-O 6.Ng3 e5 7.d5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2 O-O 6.Ng3 e5 7.d5 *
E70j,"King's/gIndian: 4.e4 d6 5.Bd3",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bd3 *
E70k,"King's/gIndian: 4.e4 d6 5.Bd3 e5",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bd3 e5 *
E70l,"King's/gIndian: 4.e4 d6 5.Bd3 O-O",1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bd3 O-O *
